group_name,dfes_substation,match_type,suggestion,licence
CONEY GREEN T1 / OSWESTRY T2 / OSWESTRY T1,CONEY GREEN T1 / OSWESTRY T2 / OSWESTRY T1,exact_spm,,SPM
CONIX T1 / CONIX T2 / MEDEVA T1,CONIX T1 / CONIX T2 / MEDEVA T1,exact_spm,,SPM
CONNAHS QUAY LOCAL T1 / CONNAHS QUAY LOCAL T2 / HAWARDEN T1 / KING GEORGE ST T1,CONNAHS QUAY LOCAL T1 / CONNAHS QUAY LOCAL T2 / HAWARDEN T1 / KING GEORGE ST T1,exact_spm,,SPM
CONNAHS QUAY T1 / T2,,unmatched,,
CONWY T1 / DEGANWY T1 / LLANDUDNO JUNCTION T1,CONWY T1 / DEGANWY T1 / LLANDUDNO JUNCTION T1,exact_spm,,SPM
COPPENHALL GT1 / CREWE GT4A,,unmatched,,
CORWEN T1,CORWEN T1,exact_spm,,SPM
CREWE GT1 / CREWE GT2A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,fuzzy_spm,,SPM
CREWE T1,CREWE T1,exact_spm,,SPM
CRIGGION RADIO STATION T1,CRIGGION RADIO STATION T1,exact_spm,,SPM
CROSSFIELDS T1 / CROSSFIELDS T2 / LEVERS CROSSFIELDS T3 / GATEWARTH SEWAGE T1,CROSSFIELDS T1 / CROSSFIELDS T2 / LEVERS CROSSFIELDS T3 / GATEWARTH SEWAGE T1,exact_spm,,SPM
CROWTON T1,CROWTON T1,exact_spm,,SPM
CWM DYLI T1,CWM DYLI T1,exact_spm,,SPM
CADDLEHILL,CADDLEHILL,exact_spd,,SPD
CALAIS 1,CALAIS 1,exact_spd,,SPD
CALAIS 2,CALAIS 2,exact_spd,,SPD
CALLENDAR,CALLENDAR,exact_spd,,SPD
CAMBUSLANG,CAMBUSLANG,exact_spd,,SPD
CAMELON,CAMELON,exact_spd,,SPD
CAMERON,CAMERON,exact_spd,,SPD
CARDONALD,CARDONALD,exact_spd,,SPD
CARFIN,CARFIN,exact_spd,,SPD
CARGENBRIDGE,CARGENBRIDGE,exact_spd,,SPD
CARMUNNOCK ROAD,CARMUNNOCK ROAD,exact_spd,,SPD
CARNTYNE,CARNTYNE,exact_spd,,SPD
CARRON,CARRON,exact_spd,,SPD
CARRUTHERSTOWN,CARRUTHERSTOWN,exact_spd,,SPD
CASTLANDHILL,CASTLANDHILL,exact_spd,,SPD
CASTLE,CASTLE,exact_spd,,SPD
CASTLE DOUGLAS,CASTLE DOUGLAS,exact_spd,,SPD
CASTLEMILK,CASTLEMILK,exact_spd,,SPD
CHAPEL,CHAPEL,exact_spd,,SPD
CHAPELCROSS,CHAPELCROSS,exact_spd,,SPD
CHAPELHALL,CHAPELHALL,exact_spd,,SPD
CHARLES STREET,CHARLES STREET,exact_spd,,SPD
CHARLOTTE ST,CHARLOTTE STREET,fuzzy_spd,,SPD
CHIRNSIDE,CHIRNSIDE,exact_spd,,SPD
CLARK WAY,CLARK WAY,exact_spd,,SPD
CLARKSTON,CLARKSTON,exact_spd,,SPD
CLUNY ROAD,CLUNY ROAD,exact_spd,,SPD
CLYDEBANK BUSINESS PARK,CLYDEBANK BUSINESS PARK,exact_spd,,SPD
COATBRIDGE,COATBRIDGE,exact_spd,,SPD
COATS STREET,COATS STREET,exact_spd,,SPD
COCKENZIE,COCKENZIE,exact_spd,,SPD
CODDINGTON CRESCENT,CODDINGTON CRES,fuzzy_spd,,SPD
COLDSTREAM,COLDSTREAM,exact_spd,,SPD
COLINSBURGH,COLINSBURGH,exact_spd,,SPD
COLINTON NORTH,COLINTON NORTH,exact_spd,,SPD
COLLEGE MILTON,COLLEGE MILTON,exact_spd,,SPD
COLLYDENE,COLLYDENE,exact_spd,,SPD
COLQUHOUN STREET,COLQUHOUN STREET,exact_spd,,SPD
COMMERCIAL ROAD,COMMERCIAL ROAD,exact_spd,,SPD
COMMON FARM,COMMON FARM,exact_spd,,SPD
CONDORRAT,CONDORRAT,exact_spd,,SPD
CONSETT STREET,CONSETT STREET,exact_spd,,SPD
CORRA LINN,CORRA LINN,exact_spd,,SPD
COUSLAND,COUSLAND,exact_spd,,SPD
COWDENBEATH,COWDENBEATH,exact_spd,,SPD
COWGATE,COWGATE,exact_spd,,SPD
COYLTON,COYLTON,exact_spd,,SPD
CRAIGDHU ROAD,CRAIGDHU ROAD,exact_spd,,SPD
CRAIGENDORAN,CRAIGENDORAN,exact_spd,,SPD
CRAIGNEUK,CRAIGNEUK,exact_spd,,SPD
CREETOWN,CREETOWN,exact_spd,,SPD
CRONBERRY,CRONBERRY,exact_spd,,SPD
CROOKSTON,CROOKSTON,exact_spd,,SPD
CROOKSTON A,CROOKSTON A,exact_spd,,SPD
CROOKSTON B,CROOKSTON B,exact_spd,,SPD
CUMBERNAULD,CUMBERNAULD,exact_spd,,SPD
CUMNOCK,CUMNOCK,exact_spd,,SPD
CUPAR,CUPAR,exact_spd,,SPD
CUPAR,CUPAR,exact_spd,,SPD
CURRIE,CURRIE,exact_spd,,SPD
DAILY POST & ECHO T1 / DAILY POST & ECHO T2,DAILY POST & ECHO T1 / DAILY POST & ECHO T2,exact_spm,,SPM
DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,exact_spm,,SPM
DARESBURY NPL T1 / DARESBURY PK T1,,unmatched,,
DAVY WAY T1 / LLAY T1,DAVY WAY T1 / LLAY T1,exact_spm,,SPM
DEESIDE ALUMINIUM T1 / DUNLOP PLASTICS T1 / FIRESTONE T1 / TETRAPAK T1,DEESIDE ALUMINIUM T1 / DUNLOP PLASTICS T1 / FIRESTONE T1 / TETRAPAK T1,exact_spm,,SPM
DEESIDE IND PK T1 / DEESIDE IND PK 6TH AVE T1 / RAF SEALAND T1,DEESIDE IND PK T1 / DEESIDE IND PK 6TH AVE T1 / RAF SEALAND T1,exact_spm,,SPM
DEESIDE PK GT1 / SIXTH AVE GT1,DEESIDE PK GRID GT1 / SIXTH AVE GRID GT1,fuzzy_spm,,SPM
DELAMORE ST T1 / KIRKDALE T1 / WALTON T2,DELAMORE ST T1 / KIRKDALE T1 / WALTON T1,fuzzy_spm,,SPM
DENBIGH T1,,unmatched,,
DESOTO RD T1 / MERSEY BRIDGE T1 / PITT ST T1,DESOTO RD T1 / MERSEY BRIDGE T1 / PITT ST T1,exact_spm,,SPM
DIBBINSDALE T1 / PLYMYARD T1 / WIBP HARDKNOTT RD T1,DIBBINSDALE T1 / PLYMYARD T1 / WIBP HARDKNOTT RD T1,exact_spm,,SPM
DINGLE T1 / GRANBY T1 / ST JAMES T2,DINGLE T1 / GRANBY T1 / ST JAMES T2,exact_spm,,SPM
DITTON T1 / GAVIN RD T1 / HOUGH GREEN T1 / RTZ T1,DITTON T1 / GAVIN RD T1 / HOUGH GREEN T1 / RTZ T1,exact_spm,,SPM
DODDS LA T1 / HOLBORN HILL T1 / MAGHULL T1 / MAGHULL T2 / ROBBINS BRIDGE T1,DODDS LA T1 / HOLBORN HILL T1 / MAGHULL T1 / MAGHULL T2 / ROBBINS BRIDGE T1,exact_spm,,SPM
DOLGARROG T1 / DOLGARROG T2,DOLGARROG T1 / DOLGARROG T2,exact_spm,,SPM
DOLGELLAU T1,DOLGELLAU T1,exact_spm,,SPM
DUCKINGTON T1 / DUCKINGTON T2,DUCKINGTON T1 / DUCKINGTON T2,exact_spm,,SPM
DUDDON T1,DUDDON T1,exact_spm,,SPM
DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,exact_spm,,SPM
DYFFRYN ARDUDWY T1,DYFFRYN ARDUDWY T1,exact_spm,,SPM
DYSERTH RD T1 / FFORDD LAS T1 / FFORDD LAS T2 / WESTBOURNE AVE T1,DYSERTH RD T1 / FFORDD LAS T1 / FFORDD LAS T2 / WESTBOURNE AVE T1,exact_spm,,SPM
DALBEATTIE,DALBEATTIE,exact_spd,,SPD
DALGETY,DALGETY,exact_spd,,SPD
DALMARNOCK,DALMARNOCK,exact_spd,,SPD
DALRYMPLE DRIVE,DALRYMPLE DRIVE,exact_spd,,SPD
DARVEL,DARVEL,exact_spd,,SPD
DAVID STREET,DAVID STREET,exact_spd,,SPD
DEANS,DEANS,exact_spd,,SPD
DEANS CLOSE,DEANS CLOSE,exact_spd,,SPD
DEDRIDGE,DEDRIDGE,exact_spd,,SPD
DENHOLM,DENHOLM,exact_spd,,SPD
DENMARK STREET,DENMARK STREET,exact_spd,,SPD
DEVOL MOOR,DEVOL MOOR,exact_spd,,SPD
DEVONSIDE,DEVONSIDE,exact_spd,,SPD
DEWAR PLACE,DEWAR PLACE,exact_spd,,SPD
DOLLAR,DOLLAR,exact_spd,,SPD
DOUGLAS WEST,DOUGLAS WEST,exact_spd,,SPD
DRUMCHAPEL,DRUMCHAPEL,exact_spd,,SPD
DRUMCHAPEL ROAD,DRUMCHAPEL ROAD,exact_spd,,SPD
DRUMCROSS,DRUMCROSS,exact_spd,,SPD
DRUMLEY,DRUMLEY,exact_spd,,SPD
DUMBARTON,DUMBARTON,exact_spd,,SPD
DUMFRIES,DUMFRIES,exact_spd,,SPD
DUMFRIES,DUMFRIES,exact_spd,,SPD
DUNBAR A,DUNBAR A,exact_spd,,SPD
DUNBAR B,DUNBAR B,exact_spd,,SPD
DUNDAS STREET,DUNDAS STREET,exact_spd,,SPD
DUNDYVAN,DUNDYVAN,exact_spd,,SPD
DUNFERMLINE,DUNFERMLINE,exact_spd,,SPD
DUNS,DUNS,exact_spd,,SPD
DUNSCORE,DUNSCORE,exact_spd,,SPD
DURIE HOUSE,DURIE HOUSE,exact_spd,,SPD
EDEN VALE T1,EDEN VALE T1,exact_spm,,SPM
EDERN T1,EDERN T1,exact_spm,,SPM
EDGE HILL T1 / LIVERPOOL UNIVERSITY T1 / LIVERPOOL UNIVERSITY T2 / LIVERPOOL UNIVERSITY T3,EDGE HILL T1 / LIVERPOOL UNIVERSITY T1 / LIVERPOOL UNIVERSITY T2 / LIVERPOOL UNIVERSITY T3,exact_spm,,SPM
EDGE LA (TAPLEY PLACE) T1 / LISTER DV B T3 / MILL LA (WAVERTREE) T1 / PLESSEY (EDGE LA) T1 / STONEYCROFT T1,EDGE LA (TAPLEY PLACE) T1 / LISTER DV B T3 / MILL LA (WAVERTREE) T1 / PLESSEY (EDGE LA) T1 / STONEYCROFT T1,exact_spm,,SPM
EGA ELECTRIC T1,EGA ELECTRIC T1,exact_spm,,SPM
EGERTON T1 / ROCK FERRY T1 / SHELL TRANMERE T1,EGERTON T1 / ROCK FERRY T1 / SHELL TRANMERE T1,exact_spm,,SPM
EGREMONT T1 / LISCARD T1 / POULTON T1 / STONE MANGANESE T1,EGREMONT T1 / LISCARD T1 / POULTON T1 / STONE MANGANESE T1,exact_spm,,SPM
ELLESMERE PORT GT2 / INCE LOCAL GT1 / INCE LOCAL GT2,,unmatched,,
ELLESMERE T1 / MMB ELLESMERE T1,ELLESMERE T1 / MMB ELLESMERE T1,exact_spm,,SPM
ELTON T1,ELTON T1,exact_spm,,SPM
ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,exact_spm,,SPM
ENGINEER PK T1 / PILKINGTONS QUEENSFERRY T1 / QUEENSFERRY T1,ENGINEER PK T1 / PILKINGTONS QUEENSFERRY T1 / QUEENSFERRY T1,exact_spm,,SPM
ESTUARY COMMERCE PK T1 / LEEWARD DR T1 / LEEWARD DR T2 / SPEKE HALL RD T1 / SPEKE SKY PK T1,ESTUARY COMMERCE PK T1 / LEEWARD DR T1 / LEEWARD DR T2 / SPEKE HALL RD T1 / SPEKE SKY PK T1,exact_spm,,SPM
EVERTON BROW T1 / GARDNERS ROW T1 / SHEIL PK T1,EVERTON BROW T1 / GARDNERS ROW T1 / SHEIL PK T1,exact_spm,,SPM
EXPRESS FOODS T1,EXPRESS FOODS T1,exact_spm,,SPM
EARLS ROAD,EARLS ROAD,exact_spd,,SPD
EARLSTON,RALSTON,fuzzy_spd,,SPD
EAST KILBRIDE,EAST KILBRIDE,exact_spd,,SPD
EAST KILBRIDE SOUTH,EAST KILBRIDE SOUTH,exact_spd,,SPD
EAST LINTON,EAST LINTON,exact_spd,,SPD
EAST MAINS,EAST MAINS,exact_spd,,SPD
EAST TRINITY ROAD,EAST TRINITY ROAD,exact_spd,,SPD
EASTER ROAD,EASTER ROAD,exact_spd,,SPD
EASTERCRAIGS,EASTERCRAIGS,exact_spd,,SPD
EASTERHOUSE,EASTERHOUSE,exact_spd,,SPD
ECCLES,ECCLES,exact_spd,,SPD
ECKFORD STREET,ECKFORD STREET,exact_spd,,SPD
ELDERSLIE,ELDERSLIE,exact_spd,,SPD
ELIZABETH STREET,ELIZABETH STREET,exact_spd,,SPD
ELLIOT STREET,ELLIOT STREET,exact_spd,,SPD
ERSKINE,ERSKINE,exact_spd,,SPD
ERSKINE,ERSKINE,exact_spd,,SPD
EYEMOUTH,EYEMOUTH,exact_spd,,SPD
FAIRBOURNE T1,FAIRBOURNE T1,exact_spm,,SPM
FAZAKERLEY HOSPITAL T1 / JACOBS T1 / JACOBS T2 / SEEDS LA T1,FAZAKERLEY HOSPITAL T1 / JACOBS T1 / JACOBS T2 / SEEDS LA T1,exact_spm,,SPM
FERODO T1,FERODO T1,exact_spm,,SPM
FISONS T1,FISONS T1,exact_spm,,SPM
FLINT T1 / FLINT T2,FLINT T1 / FLINT T2,exact_spm,,SPM
FODENS T1,FODENS T1,exact_spm,,SPM
FORD T1 / OXTON T1 / PRENTON LOCAL T1 / SINGLETON AVE T2,FORD T1 / OXTON T1 / PRENTON LOCAL T1 / SINGLETON AVE T2,exact_spm,,SPM
FORDEN T1,FORDEN T1,exact_spm,,SPM
FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,exact_spm,,SPM
FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,exact_spm,,SPM
FOUR CROSSES T1,FOUR CROSSES T1,exact_spm,,SPM
FRODSHAM,,unmatched,,
FRODSHAM LOCAL T1,FRODSHAM LOCAL T1,exact_spm,,SPM
FAIRLIE,FAIRLIE,exact_spd,,SPD
FALKIRK,FALKIRK,exact_spd,,SPD
FAULDHEAD,FAULDHEAD,exact_spd,,SPD
FINNIESTON,FINNIESTON,exact_spd,,SPD
FINNOCK BOG,FINNOCK BOG,exact_spd,,SPD
FIRHILL ROAD,FIRHILL ROAD,exact_spd,,SPD
FLEMINGTON STREET,FLEMINGTON STREET,exact_spd,,SPD
FORGAN,FORGAN,exact_spd,,SPD
FORTH,FORTH,exact_spd,,SPD
FORTH STREET,FORTH STREET,exact_spd,,SPD
FOXBAR,FOXBAR,exact_spd,,SPD
FRANKFIELD,FRANKFIELD,exact_spd,,SPD
FROGSTON ROAD EAST,FROGSTON ROAD EAST,exact_spd,,SPD
GADBROOK T1,GADBROOK T1,exact_spm,,SPM
GAERWEN VIEW T1,GAERWEN VIEW T1,exact_spm,,SPM
GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,exact_spm,,SPM
GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,exact_spm,,SPM
GIGG LA THELWALL T1 / HILLCLIFFE T1 / STOCKTON HEATH T1 / STRETTON IND EST T1,GIGG LA THELWALL T1 / HILLCLIFFE T1 / STOCKTON HEATH T1 / STRETTON IND EST T1,exact_spm,,SPM
GILBROOK DOCK T1 / HILL RD T1 / MOBIL OIL (WALLASEY) T1,GILBROOK DOCK T1 / HILL RD T1 / MOBIL OIL (WALLASEY) T1,exact_spm,,SPM
GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,exact_spm,,SPM
GLAN-YR-AFON T1,GLAN-YR-AFON T1,exact_spm,,SPM
GRAIG FAWR T1,,unmatched,,
GRAVEL T1 / WCB PLASTICS T1 / WHARTON T1,GRAVEL T1 / WCB PLASTICS T1 / WHARTON T1,exact_spm,,SPM
GREASBY T1 / SAUGHALL MASSIE T1 / UPTON T1,GREASBY T1 / SAUGHALL MASSIE T1 / UPTON T1,exact_spm,,SPM
GREAT SANKEY T1 / PENKETH T1 / WIDNES RD T1,GREAT SANKEY T1 / PENKETH T1 / WIDNES RD T1,exact_spm,,SPM
GREAT SUTTON T1 / LITTLE SUTTON T1 / STRAWBERRY ROUNDABOUT T1 / SUTTON HALL WWB T1 / WHITBY MAIN T2,GREAT SUTTON T1 / LITTLE SUTTON T1 / STRAWBERRY ROUNDABOUT T1 / SUTTON HALL WWB T1 / WHITBY MAIN T2,exact_spm,,SPM
GREENFIELD T1 / GREENFIELD T2,GREENFIELD T1 / GREENFIELD T2,exact_spm,,SPM
GROSVENOR ST T1 / LINENHALL ST T1 / NORTHGATE TERRACE T1 / STATION VIEW T1 / TOMULAR PLACE T1,GROSVENOR ST T1 / LINENHALL ST T1 / NORTHGATE TERRACE T1 / STATION VIEW T1 / TOMULAR PLACE T1,exact_spm,,SPM
GWERSYLLT T1,GWERSYLLT T1,exact_spm,,SPM
GALASHIELS,GALASHIELS,exact_spd,,SPD
GARELOCHEAD,GARELOCHHEAD,fuzzy_spd,,SPD
GARTARRY,GARTARRY,exact_spd,,SPD
GARTSHERRIE,GARTSHERRIE,exact_spd,,SPD
GATEHOUSE,GATEHOUSE,exact_spd,,SPD
GAUZE ROAD,GAUZE ROAD,exact_spd,,SPD
GEORGE SQUARE LANE,GEORGE SQUARE LANE,exact_spd,,SPD
GIFFNOCK,GIFFNOCK,exact_spd,,SPD
GIRTHILL,GIRTHILL,exact_spd,,SPD
GIRVAN,GIRVAN,exact_spd,,SPD
GLENBURN,GLENBURN,exact_spd,,SPD
GLENDINNING,,unmatched,,
GLENGALL,GLENGALL,exact_spd,,SPD
GLENLUCE,GLENLUCE,exact_spd,,SPD
GLENNISTON,GLENNISTON,exact_spd,,SPD
GLENROTHES,GLENROTHES,exact_spd,,SPD
GLENWOOD,GLENWOOD,exact_spd,,SPD
GORDON,GORDON,exact_spd,,SPD
GORGIE,GORGIE,exact_spd,,SPD
GORGIE,GORGIE,exact_spd,,SPD
GOVAN,GOVAN,exact_spd,,SPD
GRANGEMOUTH A,GRANGEMOUTH,fuzzy_spd,,SPD
GRANGEMOUTH C,GRANGEMOUTH,fuzzy_spd,,SPD
GRANT STREET,GRANT STREET,exact_spd,,SPD
GRANTON PARK AVENUE,GRANTON PARK AVENUE,exact_spd,,SPD
GRASSYARDS,GRASSYARDS,exact_spd,,SPD
GREENFAULDS,GREENFAULDS,exact_spd,,SPD
GREENLAW,GREENLAW,exact_spd,,SPD
GRETNA,GRETNA,exact_spd,,SPD
GYLEMUIR,GYLEMUIR,exact_spd,,SPD
HALEWOOD G1B / HALEWOOD G2B / HALEWOOD GT3 / SPEKE GT1A,HALEWOOD G1B / HALEWOOD G2B / HALEWOOD GT3 / SPEKE GT1A,exact_spm,,SPM
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,exact_spm,,SPM
HARLECH T1,HARLECH T1,exact_spm,,SPM
HARRINGTON ST T1 / PARADISE ST T1,HARRINGTON ST T1 / PARADISE ST T1,exact_spm,,SPM
HARRINGTON ST T2 / HIGHFIELD ST T1,HARRINGTON ST T2 / HIGHFIELD ST T1,exact_spm,,SPM
HARRINGTON ST T3 / LIME ST T1,HARRINGTON ST T3 / LIME ST T1,exact_spm,,SPM
HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,exact_spm,,SPM
HARTFORD T1,HARTFORD T1,exact_spm,,SPM
HASKAYNE T1,HASKAYNE T1,exact_spm,,SPM
HATHERTON T1,HATHERTON T1,exact_spm,,SPM
HERONS WAY T1 / LACHE T1 / MBNA T1 / SMFS KINGSMEADOW T1,HERONS WAY T1 / LACHE T1 / MBNA T1 / SMFS KINGSMEADOW T1,exact_spm,,SPM
HESWALL GT1 / HOYLAKE GT2 / PRENTON GT3,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,fuzzy_spm,,SPM
HIGHFIELD ST T2 / LIME ST T2 / OLD HAYMARKET T1,HIGHFIELD ST T2 / LIME ST T2 / OLD HAYMARKET T1,exact_spm,,SPM
HOLMES CHAPEL T1,HOLMES CHAPEL T1,exact_spm,,SPM
HOLT LA (WARRINGTON RD) T1 / PRESCOT T1 / RAINHILL LOCAL T1 / WHISTON HOSP T1,HOLT LA (WARRINGTON RD) T1 / PRESCOT T1 / RAINHILL LOCAL T1 / WHISTON HOSP T1,exact_spm,,SPM
HOLWAY RD T1,HOLWAY RD T1,exact_spm,,SPM
HOLYHEAD T1,HOLYHEAD T1,exact_spm,,SPM
HOLYWELL GT2 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,fuzzy_spm,,SPM
HOLYWELL T1,HOLYWELL T1,exact_spm,,SPM
HOOTON MAIN T1,HOOTON MAIN T1,exact_spm,,SPM
HUNTS CROSS T1 / KENTON RD T1 / WOODEND AVE T1 / WOOLTON T1,HUNTS CROSS T1 / KENTON RD T1 / WOODEND AVE T1 / WOOLTON T1,exact_spm,,SPM
HUYTON HEY RD T1 / WILSON RD T1,HUYTON HEY RD T1 / WILSON RD T1,exact_spm,,SPM
HAGGS RD,HAGGS ROAD,fuzzy_spd,,SPD
HAGGS ROAD,HAGGS ROAD,exact_spd,,SPD
HAMILTON,HAMILTON,exact_spd,,SPD
HAWICK,HAWICK,exact_spd,,SPD
HEATHFIELD,HEATHFIELD,exact_spd,,SPD
HEATHHALL,HEATHHALL,exact_spd,,SPD
HECLA AVENUE,HECLA AVENUE,exact_spd,,SPD
HELEN STREET,HELEN STREET,exact_spd,,SPD
HELENSBURGH,HELENSBURGH,exact_spd,,SPD
HENDERSON ROW,HENDERSON ROW,exact_spd,,SPD
HIGH BLANTYRE,HIGH BLANTYRE,exact_spd,,SPD
HIGH MAINS MILTON,HIGH MAINS MILTON,exact_spd,,SPD
HORNCLIFFE,HORNCLIFFE,exact_spd,,SPD
HUNTER,HUNTER,exact_spd,,SPD
HUNTER STREET,HUNTER STREET,exact_spd,,SPD
IFTON T1 / IFTON T2,IFTON T1 / IFTON T2,exact_spm,,SPM
ILFORDS T1 / KNUTSFORD T1 / MOBBERLEY T1 / RADBROKE HALL T1,ILFORDS T1 / KNUTSFORD T1 / MOBBERLEY T1 / RADBROKE HALL T1,exact_spm,,SPM
INCE,,unmatched,,
IVY ST (SOUTHPORT) T1 / KENSINGTON RD T1 / MARKET ST T1 / SOUTHPORT T1,IVY ST (SOUTHPORT) T1 / KENSINGTON RD T1 / MARKET ST T1 / SOUTHPORT T1,exact_spm,,SPM
IVY ST T1 / LLYSFAEN RD T1 / OLD MILL T1,IVY ST T1 / LLYSFAEN RD T1 / OLD MILL T1,exact_spm,,SPM
INNERLEITHEN,,unmatched,,
INVERKEITHING,INVERKEITHING,exact_spd,,SPD
INVERKIP ROAD,INVERKIP ROAD,exact_spd,,SPD
IRVINE,IRVINE,exact_spd,,SPD
JOHNSTOWN T1,JOHNSTOWN T1,exact_spm,,SPM
JACKTON,JACKTON,exact_spd,,SPD
JOHNSTONE,JOHNSTONE,exact_spd,,SPD
JOHNSTONE,JOHNSTONE,exact_spd,,SPD
KELCO T1 / NEWS INTERNATIONAL T1 / NEWS INTERNATIONAL T2 / PALCO T1 / SOUTHDENE T1,KELCO T1 / NEWS INTERNATIONAL T1 / NEWS INTERNATIONAL T2 / PALCO T1 / SOUTHDENE T1 / AINSWORTH LANE T1,fuzzy_spm,,SPM
KINGSLAND 33 T1 / SAFEWAY T1 / WOOLSTON T1 / WOOLSTON T2,KINGSLAND 33 T1 / SAFEWAY T1 / WOOLSTON T1 / WOOLSTON T2,exact_spm,,SPM
KINNERTON T1,KINNERTON T1,exact_spm,,SPM
KIRKBY,KIRKBY,exact_spm,,SPM
KIRKBY CENTRAL T1 / NORTHWOOD T1 / TOWER HILL (BANK LA) T1 / WESTVALE T1,KIRKBY CENTRAL T1 / NORTHWOOD T1 / TOWER HILL (BANK LA) T1 / WESTVALE T1,exact_spm,,SPM
KNOWSLEY T1 / MARLED HEY T1,KNOWSLEY T1 / MARLED HEY T1,exact_spm,,SPM
KNUTSFORD T2,KNUTSFORD T2,exact_spm,,SPM
KAIMES,KAIMES,exact_spd,,SPD
KELLIEBANK,KELLIEBANK,exact_spd,,SPD
KELTY,KELTY,exact_spd,,SPD
KELVIN,KELVIN,exact_spd,,SPD
KELVINSIDE,KELVINSIDE,exact_spd,,SPD
