group_name,dfes_substation,match_type,suggestion,licence
KENNISHEAD AVENUE,KENNISHEAD AVENUE,exact_spd,,SPD
KILBIRNIE,KILBIRNIE,exact_spd,,SPD
KILBOWIE,KILBOWIE,exact_spd,,SPD
KILDRUM,KILDRUM,exact_spd,,SPD
KILLERMONT,KILLERMONT,exact_spd,,SPD
KILLOCH COLLIERY,KILLOCH COLLIERY,exact_spd,,SPD
KILMACOLM,KILMACOLM,exact_spd,,SPD
KILMARDINNY,KILMARDINNY,exact_spd,,SPD
KILMARNOCK MAIN,KILMARNOCK MAIN,exact_spd,,SPD
KILMARNOCK SOUTH,KILMARNOCK SOUTH,exact_spd,,SPD
KILMARNOCK TOWN,KILMARNOCK TOWN,exact_spd,,SPD
KILSYTH,KILSYTH,exact_spd,,SPD
KILWINNING,KILWINNING,exact_spd,,SPD
KINGS BUILDINGS,KINGS BUILDINGS,exact_spd,,SPD
KINGS INCH ROAD,KINGS INCH ROAD,exact_spd,,SPD
KINGSKNOWE ROAD NORTH,KINGSKNOWE ROAD NORTH,exact_spd,,SPD
KINGSLAND,KINGSLAND,exact_spd,,SPD
KIRKBANK,KIRKBANK,exact_spd,,SPD
KIRKINTILLOCH,KIRKINTILLOCH,exact_spd,,SPD
KIRKNEWTON,KIRKNEWTON,exact_spd,,SPD
KIRKTON,KIRKTON,exact_spd,,SPD
LANARK,LANARK,exact_spd,,SPD
LCWW HUNTINGTON T1 / LCWW HUNTINGTON T2,LCWW HUNTINGTON T1 / LCWW HUNTINGTON T2,exact_spm,,SPM
LEA GREEN T1 / PILKINGTONS HO T1 / RAVENHEAD RETAIL PK T1 / SOMERFIELD DISTRIBUTION T1,PILKINGTONS HO T1 / RAVENHEAD RETAIL PK T1 / SOMERFIELD DISTRIBUTION T1,fuzzy_spm,,SPM
LEGACY,LEGACY,exact_spm,,SPM
LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT5 / OSWESTRY GT8 / WELSHPOOL GT1 / WHITCHURCH GT1,,unmatched,,
LEGACY LOCAL T1,LEGACY LOCAL T1,exact_spm,,SPM
LEIGHTON HOSP T1,LEIGHTON HOSP T1,exact_spm,,SPM
LISTER DRIVE,LISTER DRIVE,exact_spm,,SPM
LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,exact_spm,,SPM
LITHERLAND GRID B / NORTH SEAFORTH,,unmatched,,
LIVERPOOL RD 33 T1,LIVERPOOL RD 33 T1,exact_spm,,SPM
LLAINGOCH T1,LLAINGOCH T1,exact_spm,,SPM
LLANARMON T1,LLANARMON T1,exact_spm,,SPM
LLANBEDROG T1,LLANBEDROG T1,exact_spm,,SPM
LLANBERIS T1,LLANBERIS T1,exact_spm,,SPM
LLANDDEUSANT T1,LLANDDEUSANT T1,exact_spm,,SPM
LLANDDU QUARRY T1,LLANDDU QUARRY T1,exact_spm,,SPM
LLANDEGFAN T1,LLANDEGFAN T1,exact_spm,,SPM
LLANDRINIO T1,LLANDRINIO T1,exact_spm,,SPM
LLANDUDNO T1 / LLANDUDNO T2,LLANDUDNO T1 / LLANDUDNO T2,exact_spm,,SPM
LLANDYFRYDOG T1,LLANDYFRYDOG T1,exact_spm,,SPM
LLANDYRNOG T1,LLANDYRNOG T1,exact_spm,,SPM
LLANFAELOG T1,LLANFAELOG T1,exact_spm,,SPM
LLANFAIR CAEREINION T1,LLANFAIR CAEREINION T1,exact_spm,,SPM
LLANFAIR PG T1,LLANFAIR PG T1,exact_spm,,SPM
LLANFAIRFECHAN T1,LLANFAIRFECHAN T1,exact_spm,,SPM
LLANFROTHEN T1,LLANFROTHEN T1,exact_spm,,SPM
LLANFWROG T1 / RUTHIN T1,LLANFWROG T1 / RUTHIN T1,exact_spm,,SPM
LLANFYLLIN T1 / LLANFYLLIN T2,LLANFYLLIN T1 / LLANFYLLIN T2,exact_spm,,SPM
LLANGAFFO T1,LLANGAFFO T1,exact_spm,,SPM
LLANGEFNI IND EST T1 / LLANGEFNI IND EST T2,LLANGEFNI IND EST T1 / LLANGEFNI IND EST T2,exact_spm,,SPM
LLANGEFNI T1,LLANGEFNI T1,exact_spm,,SPM
LLANGOLLEN T1 / LLANGOLLEN T2,LLANGOLLEN T1 / LLANGOLLEN T2,exact_spm,,SPM
LLANIDLOES T1 / LLANIDLOES T2,LLANIDLOES T1 / LLANIDLOES T2,exact_spm,,SPM
LLANILAR T1,LLANILAR T1,exact_spm,,SPM
LLANRWST T1,LLANRWST T1,exact_spm,,SPM
LLANSANNAN T1,LLANSANNAN T1,exact_spm,,SPM
LLANSILIN T1,LLANSILIN T1,exact_spm,,SPM
LLYNCLYS T1,LLYNCLYS T1,exact_spm,,SPM
LORD ST T1 / MARSHSIDE T1 / MULLARDS BALMORAL DV T1 / SOUTHPORT T2,LORD ST T1 / MARSHSIDE T1 / MULLARDS BALMORAL DV T1 / SOUTHPORT T2,exact_spm,,SPM
LOSTOCK T1,LOSTOCK T1,exact_spm,,SPM
LOSTOCK TRIANGLE T1,LOSTOCK TRIANGLE T1,exact_spm,,SPM
LOWER BEBINGTON T1 / NEW FERRY T1 / SPITAL T1 / UNILEVER RESEARCH T1,LOWER BEBINGTON T1 / NEW FERRY T1 / SPITAL T1 / UNILEVER RESEARCH T1,exact_spm,,SPM
LUGSDALE T1 / PILK SULLIVAN T1 / PILK SULLIVAN T2 / USAC T1,LUGSDALE T1 / PILK SULLIVAN T1 / PILK SULLIVAN T2 / USAC T1,exact_spm,,SPM
LYMM T1 / WHITELEGGS LA T1,LYMM T1 / WHITELEGGS LA T1,exact_spm,,SPM
LADY VICTORIA,LADY VICTORIA,exact_spd,,SPD
LANGHOLM,LANGHOLM,exact_spd,,SPD
LANGLANDS STREET,LANGLANDS STREET,exact_spd,,SPD
LANGSIDE,LANGSIDE,exact_spd,,SPD
LARBERT,LARBERT,exact_spd,,SPD
LARGS,LARGS,exact_spd,,SPD
LARKFIELD,LARKFIELD,exact_spd,,SPD
LARKHALL,,unmatched,,
LARKHALL TOWN,LARKHALL TOWN,exact_spd,,SPD
LAUDER,LAUDER,exact_spd,,SPD
LEONARDS CHAPEL,LEONARDS CHAPEL,exact_spd,,SPD
LESLIE STREET,LESLIE STREET,exact_spd,,SPD
LESMAHAGOW,LESMAHAGOW,exact_spd,,SPD
LETHANHILL,LETHANHILL,exact_spd,,SPD
LEUCHARS,LEUCHARS,exact_spd,,SPD
LEVEN,LEVEN,exact_spd,,SPD
LEVEN,LEVEN,exact_spd,,SPD
LEVEN STREET,LEVEN STREET,exact_spd,,SPD
LEVENBANK,LEVENBANK,exact_spd,,SPD
LINLITHGOW,LINLITHGOW,exact_spd,,SPD
LINNMILL,LINNMILL,exact_spd,,SPD
LINTHAUGH ROAD,LINTHAUGH ROAD,exact_spd,,SPD
LINTHOUSE,LINTHOUSE,exact_spd,,SPD
LINTON LANE,LINTON LANE,exact_spd,,SPD
LITTLE FRANCE,LITTLE FRANCE,exact_spd,,SPD
LIVINGSTON EAST,LIVINGSTON EAST,exact_spd,,SPD
LOANING,LOANING,exact_spd,,SPD
LOANSTONE,LOANSTONE,exact_spd,,SPD
LOCHEND QUAD,LOCHEND QUADRANT,fuzzy_spd,,SPD
LOCHSIDE,LOCHSIDE,exact_spd,,SPD
LOCHWINNOCH,LOCHWINNOCH,exact_spd,,SPD
LOCKERBIE,LOCKERBIE,exact_spd,,SPD
LONGANNET,LONGANNET,exact_spd,,SPD
LOWER LONDON ROAD,LOWER LONDON ROAD,exact_spd,,SPD
LUGTON,LUGTON,exact_spd,,SPD
MACHYNLLETH T1,MACHYNLLETH T1,exact_spm,,SPM
MACHYNLLETH T2,MACHYNLLETH T2,exact_spm,,SPM
MAELOR CREAMERY T1,MAELOR CREAMERY T1,exact_spm,,SPM
MAENTWROG T1,MAENTWROG T1,exact_spm,,SPM
MAES-Y-CLAWDD T1,MAES-Y-CLAWDD T1,exact_spm,,SPM
MANOD T1,MANOD T1,exact_spm,,SPM
MANOR PK T1 / NORTON CHAINS T1,MANOR PK T1 / NORTON CHAINS T1,exact_spm,,SPM
MDHB EGERTON DOCK T1 / MDHB EGERTON DOCK T2,MDHB EGERTON DOCK T1 / MDHB EGERTON DOCK T2,exact_spm,,SPM
MERE T1,MERE T1,exact_spm,,SPM
MIDDLEWICH T1,MIDDLEWICH T1,exact_spm,,SPM
MIDPOINT POCHIN WAY T1,MIDPOINT POCHIN WAY T1,exact_spm,,SPM
MILFORD T1,MILFORD T1,exact_spm,,SPM
MINFFORDD T1 / PARC BRYN CEGIN T1 / PARC BRYN CEGIN T2,MINFFORDD T1 / PARC BRYN CEGIN T1 / PARC BRYN CEGIN T2,exact_spm,,SPM
MOCHDRE T1,MOCHDRE T1,exact_spm,,SPM
MONA T1,MONA T1,exact_spm,,SPM
MONSANTO T1,MONSANTO T1,exact_spm,,SPM
MORDA T1,MORDA T1,exact_spm,,SPM
MORGANITE CERAMICS T1 / PLYMYARD T2,,unmatched,,
MORRISONS T1,MORRISONS T1,exact_spm,,SPM
MANUEL,MANUEL,exact_spd,,SPD
MARKETHILL,MARKETHILL,exact_spd,,SPD
MARTIN MILLER,MARTIN MILLER,exact_spd,,SPD
MAUCHLINE,MAUCHLINE,exact_spd,,SPD
MAUKINFAULD ROAD,MAUKINFAULD ROAD,exact_spd,,SPD
MAXWELL STREET,MAXWELL STREET,exact_spd,,SPD
MAXWELLTON,MAXWELLTON,exact_spd,,SPD
MAYBOLE,MAYBOLE,exact_spd,,SPD
MAYBOLE,MAYBOLE,exact_spd,,SPD
MEADOW ROAD,,unmatched,,
MENSTRIE,MENSTRIE,exact_spd,,SPD
METHILHILL,METHILHILL,exact_spd,,SPD
MIDDLEBIE,MIDDLEBIE,exact_spd,,SPD
MILL STREET,MILL STREET,exact_spd,,SPD
MILLIKEN,MILLIKEN,exact_spd,,SPD
MILTON,MILTON,exact_spd,,SPD
MITCHELL STREET,MITCHELL STREET,exact_spd,,SPD
MOFFAT,MOFFAT,exact_spd,,SPD
MONKTON,MONKTON,exact_spd,,SPD
MONKTONHALL,MONKTONHALL,exact_spd,,SPD
MOREBATTLE,MOREBATTLE,exact_spd,,SPD
MORTONHALL,MORTONHALL,exact_spd,,SPD
MUCKRAW,MUCKRAW,exact_spd,,SPD
MUIRHOUSE,MUIRHOUSE,exact_spd,,SPD
MUIRHOUSE BANK,MUIRHOUSE BANK,exact_spd,,SPD
MYOTHILL,MYOTHILL,exact_spd,,SPD
MYRTLE ROAD,MYRTLE ROAD,exact_spd,,SPD
NANT-Y-GAMAR T1,NANT-Y-GAMAR T1,exact_spm,,SPM
NANTWICH T1,NANTWICH T1,exact_spm,,SPM
NEVILL ST T1 / OCEAN PLAZA T1 / YORK RD T1,NEVILL ST T1 / OCEAN PLAZA T1 / YORK RD T1,exact_spm,,SPM
NEW BRIGHTON T1 / SEAVIEW RD T2 / WALLASEY T1 / WALLASEY VILLAGE T1,NEW BRIGHTON T1 / SEAVIEW RD T2 / WALLASEY T1 / WALLASEY VILLAGE T1,exact_spm,,SPM
NEWHALL T1 / NEWHALL T2,NEWHALL T1 / NEWHALL T2,exact_spm,,SPM
NORTH WALES PAPER T1 / NORTH WALES PAPER T2 / WOODFIELD AVE T1,NORTH WALES PAPER T1 / NORTH WALES PAPER T2 / WOODFIELD AVE T1,exact_spm,,SPM
NEILSLAND,NEILSLAND,exact_spd,,SPD
NETHERDALE,NETHERDALE,exact_spd,,SPD
NETHERTOWN,NETHERTOWN,exact_spd,,SPD
NEW CUMNOCK,NEW CUMNOCK,exact_spd,,SPD
NEWARTHILL,NEWARTHILL,exact_spd,,SPD
NEWBRIDGE,NEWBRIDGE,exact_spd,,SPD
NEWBURGH,NEWBURGH,exact_spd,,SPD
NEWCASTLETON,NEWCASTLETON,exact_spd,,SPD
NEWHOUSE,NEWHOUSE,exact_spd,,SPD
NEWLANDS,NEWLANDS,exact_spd,,SPD
NEWMILNS,NEWMILNS,exact_spd,,SPD
NEWTON STEWART,NEWTON STEWART,exact_spd,,SPD
NEWTON STEWART,NEWTON STEWART,exact_spd,,SPD
NEWTON STREET,NEWTON STREET,exact_spd,,SPD
NIDDRIE,NIDDRIE,exact_spd,,SPD
NORHAM,NORHAM,exact_spd,,SPD
NORTH BERWICK,NORTH BERWICK,exact_spd,,SPD
NORTH ROAD,NORTH ROAD,exact_spd,,SPD
OMEGA T1 / OMEGA T2 / ORION BOULEVARD T1 / NORTH WEST WATER CAMPUS T1 / NORTH WEST WATER CAMPUS T2,,unmatched,,
OPTICAL FIBRES T1 / SHOTWICK T1 / WALBRO T1,OPTICAL FIBRES T1 / SHOTWICK T1 / WALBRO T1,exact_spm,,SPM
ORB CL T1 / STONEBRIDGE LA T1 / STONEBRIDGE LA T2,ORB CL T1 / STONEBRIDGE LA T1 / STONEBRIDGE LA T2,exact_spm,,SPM
ORFORD T1 / PADGATE T1,ORFORD T1 / PADGATE T1,exact_spm,,SPM
OTIS ELEVATOR T1 / ST IVEL FOODS T1,OTIS ELEVATOR T1 / ST IVEL FOODS T1,exact_spm,,SPM
OVERTON T1,OVERTON T1,exact_spm,,SPM
OAKFIELD,LARKFIELD,fuzzy_spd,,SPD
OCEAN DRIVE,OCEAN DRIVE,exact_spd,,SPD
OLD BRIDGE ROAD,OLD BRIDGE ROAD,exact_spd,,SPD
OLD DUMBARTON ROAD,OLD DUMBARTON ROAD,exact_spd,,SPD
OLD INNS,OLD INNS,exact_spd,,SPD
OVERTOWN,OVERTOWN,exact_spd,,SPD
OXGANGS ROAD,OXGANGS ROAD,exact_spd,,SPD
PALL MALL T1 / LITTLEWOODS T1,,unmatched,,
PANDY T1 / PANDY T2,PANDY T1 / PANDY T2,exact_spm,,SPM
PARC CYBI T1 / PARC CYBI T2,PARC CYBI T1 / PARC CYBI T2,exact_spm,,SPM
PARC MENAI T1,PARC MENAI T1,exact_spm,,SPM
PEBLIC MILLS T1,PEBLIC MILLS T1,exact_spm,,SPM
PEN-Y-GROES T1,PEN-Y-GROES T1,exact_spm,,SPM
PENMAENMAWR T1,PENMAENMAWR T1,exact_spm,,SPM
PENTIR / ST ASAPH,,unmatched,,
PENTRAETH T1,PENTRAETH T1,exact_spm,,SPM
PILKINGTONS T1 / PILKINGTONS T2,PILKINGTONS T1 / PILKINGTONS T2,exact_spm,,SPM
POINT OF AYR COLLIERY T1,POINT OF AYR COLLIERY T1,exact_spm,,SPM
PORTHMADOG T1 / PORTHMADOG T2,PORTHMADOG T1 / PORTHMADOG T2,exact_spm,,SPM
PREES T1,PREES T1,exact_spm,,SPM
PRENTON GT1 / ROCK FERRY GT1,PRENTON GRID GT1 / ROCK FERRY GT1,fuzzy_spm,,SPM
PRIMROSE HALL T1,PRIMROSE HALL T1,exact_spm,,SPM
PWLLHELI T1,PWLLHELI T1,exact_spm,,SPM
PADDINGTON PLACE T1 / PADDINGTON PLACE T2,,unmatched,,
PAISLEY,PAISLEY,exact_spd,,SPD
PARK ROAD,PARK ROAD,exact_spd,,SPD
PARTICK,PARTICK,exact_spd,,SPD
PAULVILLE,PAULVILLE,exact_spd,,SPD
PENCAITLAND,PENCAITLAND,exact_spd,,SPD
PENICUIK,PENICUIK,exact_spd,,SPD
PENNYWELL ROAD,PENNYWELL ROAD,exact_spd,,SPD
PENPONT,PENPONT,exact_spd,,SPD
PEPPERCRAIGS,PEPPERCRAIGS,exact_spd,,SPD
PETERSHILL ROAD,PETERSHILL ROAD,exact_spd,,SPD
PILTON DRIVE WEST,PILTON DRIVE WEST,exact_spd,,SPD
PINWHERRY,PINWHERRY,exact_spd,,SPD
PITREAVIE,PITREAVIE,exact_spd,,SPD
PITTEUCHAR,PITTEUCHAR,exact_spd,,SPD
POLKEMMET,POLKEMMET,exact_spd,,SPD
POLMONT,POLMONT,exact_spd,,SPD
POLTONHALL,POLTONHALL,exact_spd,,SPD
PORT DUNDAS,PORT DUNDAS,exact_spd,,SPD
PORT GLASGOW,PORT GLASGOW,exact_spd,,SPD
PORTOBELLO A,PORTOBELLO,fuzzy_spd,,SPD
PORTOBELLO B,PORTOBELLO,fuzzy_spd,,SPD
PORTOBELLO C,PORTOBELLO,fuzzy_spd,,SPD
PORTOBELLO,PORTOBELLO,exact_spd,,SPD
PRESTONPANS,PRESTONPANS,exact_spd,,SPD
PYRAMID,PYRAMID,exact_spd,,SPD
QUEENS DRIVE,QUEENS DRIVE,exact_spd,,SPD
QUEENSWAY,QUEENSWAY,exact_spd,,SPD
RADWAY GREEN T1,RADWAY GREEN T1,exact_spm,,SPM
RAF VALLEY T1,,unmatched,,
RAINHILL,RAINHILL,exact_spm,,SPM
RAVEN SQUARE T1,RAVEN SQUARE T1,exact_spm,,SPM
RAVENHEAD G1A1 / ST HELENS GT1 / WINDLE GT1,RAVENHEAD G1A1 / ST HELENS GT2B / WINDLE GT1,fuzzy_spm,,SPM
REFORM ST T1,REFORM ST T1,exact_spm,,SPM
RHM FOODS LTD T1,RHM FOODS LTD T1,exact_spm,,SPM
RHOSLAN T1,RHOSLAN T1,exact_spm,,SPM
RHUDDLAN T1,RHUDDLAN T1,exact_spm,,SPM
RHYD-Y-FOEL T1,RHYD-Y-FOEL T1,exact_spm,,SPM
RHYDLYDAN T2,RHYDLYDAN T2,exact_spm,,SPM
RHYL GT2,,unmatched,,
RINGWAY T1,,unmatched,,
RIVALS T1,RIVALS T1,exact_spm,,SPM
ROLLS ROYCE T1 / ROLLS ROYCE T2 / ROLLS ROYCE T3,,unmatched,,
ROSSETT T1,ROSSETT T1,exact_spm,,SPM
ROYAL INSURANCE (NEW QUAY) T1 / ROYAL INSURANCE (NEW QUAY) T2,ROYAL INSURANCE (NEW QUAY) T1 / ROYAL INSURANCE (NEW QUAY) T2,exact_spm,,SPM
RUABON T1,RUABON T1,exact_spm,,SPM
RADNOR PARK,RADNOR PARK,exact_spd,,SPD
RAITH,RAITH,exact_spd,,SPD
RALSTON,RALSTON,exact_spd,,SPD
RANDOLPH LANE,RANDOLPH LANE,exact_spd,,SPD
RANDOLPH ROAD,RANDOLPH ROAD,exact_spd,,SPD
RANNOCH ROAD,RANNOCH ROAD,exact_spd,,SPD
RAVENSPARK,RAVENSPARK,exact_spd,,SPD
REDHOUSE,REDHOUSE,exact_spd,,SPD
REDHOUSE,REDHOUSE,exact_spd,,SPD
RIVERSIDE,RIVERSIDE,exact_spd,,SPD
ROSEBURN,ROSEBURN,exact_spd,,SPD
ROTTENROW,ROTTENROW,exact_spd,,SPD
ROTTENROW B,ROTTENROW B,exact_spd,,SPD
S&N VIEWFORTH,,unmatched,,
SALT UNION,,unmatched,,
SANDBACH T1,SANDBACH T1,exact_spm,,SPM
SANKEY BRIDGES GT3 / WARRINGTON GT5,SANKEY BRIDGES GT3 / WARRINGTON GT5,exact_spm,,SPM
SEC PRIMARY,,unmatched,,
SHAWBURY T1,SHAWBURY T1,exact_spm,,SPM
SMALLWOOD T1,SMALLWOOD T1,exact_spm,,SPM
SNOWHILL T1,SNOWHILL T1,exact_spm,,SPM
ST ASAPH BUSINESS PK T1,ST ASAPH BUSINESS PK T1,exact_spm,,SPM
ST HELENS RD T1,ST HELENS RD T1,exact_spm,,SPM
STAPELEY T1,STAPELEY T1,exact_spm,,SPM
SALTCOATS A,SALTCOATS A,exact_spd,,SPD
SALTCOATS B,SALTCOATS B,exact_spd,,SPD
SALTCOATS MAIN,SALTCOATS MAIN,exact_spd,,SPD
SALTNEY T1,SALTNEY T1,exact_spm,,SPM
SAUCHIE,SAUCHIE,exact_spd,,SPD
SAUGHTON ROAD NORTH,SAUGHTON ROAD NORTH,exact_spd,,SPD
SELKIRK,SELKIRK,exact_spd,,SPD
SHAWPARK STREET,SHAWPARK STREET,exact_spd,,SPD
SHERWOOD,SHERWOOD,exact_spd,,SPD
SHOTTS,SHOTTS,exact_spd,,SPD
SHRUBHILL,SHRUBHILL,exact_spd,,SPD
SIGHTHILL,SIGHTHILL,exact_spd,,SPD
SIGHTHILL FARM,SIGHTHILL FARM,exact_spd,,SPD
SORBIE,SORBIE,exact_spd,,SPD
SOUTH GYLE,SOUTH GYLE,exact_spd,,SPD
SOUTH QUEENSFERRY,SOUTH QUEENSFERRY,exact_spd,,SPD
SOUTHFIELD,SOUTHFIELD,exact_spd,,SPD
SPANGO,,unmatched,,
SPOTT ROAD,SPOTT ROAD,exact_spd,,SPD
ST ANDREWS,ST. ANDREWS,fuzzy_spd,,SPD
ST ANDREWS CROSS,ST. ANDREWS CROSS,fuzzy_spd,,SPD
ST BOSWELLS,ST. BOSWELLS,fuzzy_spd,,SPD
ST JAMES CENTRE,ST. JAMES CENTRE,fuzzy_spd,,SPD
ST NINIANS,ST. NINIANS,fuzzy_spd,,SPD
ST VINCENT CRESCENT,ST VINCENT CRESCENT,exact_spd,,SPD
STEPFORD,STEPFORD,exact_spd,,SPD
STEVENSTON,STEVENSTON,exact_spd,,SPD
STEWARTON,STEWARTON,exact_spd,,SPD
STIRLING,STIRLING,exact_spd,,SPD
STIRLING,STIRLING,exact_spd,,SPD
STIRLING UNIVERSITY,STIRLING UNIVERSITY,exact_spd,,SPD
STONEHOUSE,STONEHOUSE,exact_spd,,SPD
STRANRAER,STRANRAER,exact_spd,,SPD
STRATHAVEN,STRATHAVEN,exact_spd,,SPD
STRATHAVEN,STRATHAVEN,exact_spd,,SPD
STRATHLEVEN,STRATHLEVEN,exact_spd,,SPD
STRATHLEVEN,STRATHLEVEN,exact_spd,,SPD
TACO PLASTICS T1 / TACO PLASTICS T2 / UNITED PERIPHERALS T1,TACO PLASTICS T1 / TACO PLASTICS T2 / UNITED PERIPHERALS T1,exact_spm,,SPM
TARPORLEY T1,TARPORLEY T1,exact_spm,,SPM
TARVIN T1,TARVIN T1,exact_spm,,SPM
TRAWSFYNYDD,TRAWSFYNYDD,exact_spm,,SPM
TRYWERYN T1,TRYWERYN T1,exact_spm,,SPM
TWYFORDS T1,TWYFORDS T1,exact_spm,,SPM
TYWYN T1,TYWYN T1,exact_spm,,SPM
TELFORD RD,TELFORD ROAD,fuzzy_spd,,SPD
TELFORD ROAD,TELFORD ROAD,exact_spd,,SPD
THISTLE COURT,THISTLE COURT,exact_spd,,SPD
TONGLAND 33KV,,unmatched,,
TORNESS,TORNESS,exact_spd,,SPD
TOWERS ROAD,TOWERS ROAD,exact_spd,,SPD
TOWNHILL,TOWNHILL,exact_spd,,SPD
TRANENT,TRANENT,exact_spd,,SPD
TROON,TROON,exact_spd,,SPD
UDDINGSTON,UDDINGSTON,exact_spd,,SPD
UNDERWOOD,UNDERWOOD,exact_spd,,SPD
VAUXHALL NORTH RD T1,,unmatched,,
VIRGINIA STREET,VIRGINIA STREET,exact_spd,,SPD
WAENFAWR T1,WAENFAWR T1,exact_spm,,SPM
WALLASEY GT1 / WALLASEY GT2 / WOODSIDE GT2,WALLASEY GT1 / WALLASEY GT2 / WOODSIDE GT2,exact_spm,,SPM
WELSHPOOL T1,WELSHPOOL T1,exact_spm,,SPM
WEM EAST T1,WEM EAST T1,exact_spm,,SPM
WEM T1,WEM T1,exact_spm,,SPM
WERVIN T1,WERVIN T1,exact_spm,,SPM
WEST FELTON T1,WEST FELTON T1,exact_spm,,SPM
WESTON T1,WESTON T1,exact_spm,,SPM
WHEELOCK T1,WHEELOCK T1,exact_spm,,SPM
WHITCHURCH T1,WHITCHURCH T1,exact_spm,,SPM
WIMPEYS PANT QUARRY T1 / WIMPEYS PANT QUARRY T2,WIMPEYS PANT QUARRY T1 / WIMPEYS PANT QUARRY T2,exact_spm,,SPM
WINCHAM T1,WINCHAM T1,exact_spm,,SPM
WISTASTON HALL T1,WISTASTON HALL T1,exact_spm,,SPM
WRENBURY FRITH T1,WRENBURY FRITH T1,exact_spm,,SPM
WADDELL STREET,WADDELL STREET,exact_spd,,SPD
WAROUT ROAD,WAROUT ROAD,exact_spd,,SPD
WATLING STREET,WATLING STREET,exact_spd,,SPD
WAVERTREE BOULEVARD T1 / WAVERTREE BOULEVARD T2,,unmatched,,
WEST CALDER,WEST CALDER,exact_spd,,SPD
WEST GEORGE ST,WEST GEORGE STREET,fuzzy_spd,,SPD
WEST GEORGE STREET,WEST GEORGE STREET,exact_spd,,SPD
WEST LINTON,WEST LINTON,exact_spd,,SPD
WESTBURN RD,WESTBURN ROAD,fuzzy_spd,,SPD
WESTBURN ROAD,WESTBURN ROAD,exact_spd,,SPD
WESTERTON,WESTERTON,exact_spd,,SPD
WESTFIELD,WESTFIELD,exact_spd,,SPD
WESTFIELD AVENUE,WESTFIELD AVE,fuzzy_spd,,SPD
WESTWOOD,WESTWOOD,exact_spd,,SPD
WHITCHESTER,WHITCHESTER,exact_spd,,SPD
WHITEHOUSE,WHITEHOUSE,exact_spd,,SPD
WHITLAWBURN,WHITLAWBURN,exact_spd,,SPD
WHOLEFLATS,WHOLEFLATS,exact_spd,,SPD
WILLIAM STREET,WILLIAM STREET,exact_spd,,SPD
WISHAW A,WISHAW,fuzzy_spd,,SPD
WISHAW B,WISHAW,fuzzy_spd,,SPD
WOODEND,WOODEND,exact_spd,,SPD
WOODISLE,WOODISLE,exact_spd,,SPD
WOODSIDE,WOODSIDE,exact_spd,,SPD
YOCKINGS GATE T1,YOCKINGS GATE T1,exact_spm,,SPM
YSBYTY GLAN CLWYD T1,YSBYTY GLAN CLWYD T1,exact_spm,,SPM
YETHOLM,YETHOLM,exact_spd,,SPD
YOKER FERRY ROAD,YOKER FERRY ROAD,exact_spd,,SPD
ZETLAND PARK,ZETLAND PARK,exact_spd,,SPD
